institution,academic_year,programme,established,graduate,registered,enrolled,active
University of West Attica,2021-2022,Mechanical Engineering,02/03/2018,55,1510,172,1428
University of West Attica,2021-2022,Naval Architects,13/06/2019,27,701,109,654
University of West Attica,2021-2022,Nursing,02/03/2018,161,1151,272,1021
University of West Attica,2021-2022,Civil Engineering,02/03/2018,75,1700,223,1559
University of West Attica,2021-2022,Conservation of Antiquities and Works of Art,02/03/2018,31,543,75,419
University of West Attica,2021-2022,Physiotherapy,02/03/2018,185,960,201,849
University of West Attica,2021-2022,Photography and Audiovisual Arts,01/09/2018,44,839,132,662
University of West Attica,2021-2022,Aesthetics and Cosmetology,03/02/2018,7,91,0,0
University of West Attica,2021-2022,Radiology and Radiotherapy,24/11/1983,4,57,0,1
University of West Attica,2021-2022,"Archival Science, Library Science and Information Systems",24/11/1983,4,129,0,0
University of West Attica,2021-2022,Automation,27/11/1985,65,1227,0,6
University of West Attica,2021-2022,Graphic Design,24/11/1983,31,227,0,0
University of West Attica,2021-2022,Public and Community Health,24/11/1983,8,186,0,0
University of West Attica,2021-2022,Business Administration,24/11/1983,26,651,0,4
University of West Attica,2021-2022,Business Administration,28/05/2013,25,1194,0,2
University of West Attica,2021-2022,Tourism Management,24/11/1983,9,347,0,0
University of West Attica,2021-2022,Tourism Business and Hospitality Management,24/11/1983,7,382,0,1
University of West Attica,2021-2022,Commerce and Advertising,24/11/1983,11,389,0,1
University of West Attica,2021-2022,Occupational Therapy,24/11/1983,4,86,0,1
University of West Attica,2021-2022,"Interior Architecture, Decoration and Object Design",24/11/1983,9,224,0,3
University of West Attica,2021-2022,Electrical Engineering,24/11/1983,23,1738,0,38
University of West Attica,2021-2022,Electronic Engineering,24/11/1983,24,665,0,15
University of West Attica,2021-2022,Electronic Engineering,24/11/1973,12,1404,0,7
University of West Attica,2021-2022,Medical Laboratories,24/11/1983,4,111,0,0
University of West Attica,2021-2022,Textile Engineering,24/11/1983,15,804,0,12
University of West Attica,2021-2022,Social Work,24/11/1983,11,116,0,1
University of West Attica,2021-2022,Accounting and Finance,24/11/1983,43,2048,0,4
University of West Attica,2021-2022,Midwifery,24/11/1983,2,73,0,1
University of West Attica,2021-2022,Biomedical Technology Engineering,24/11/1983,22,274,0,3
University of West Attica,2021-2022,Energy Technology Engineering,24/11/1983,4,220,0,1
University of West Attica,2021-2022,Energy Technology Engineering,24/11/1983,8,115,0,6
University of West Attica,2021-2022,Electronic Computing Systems Engineering,24/11/2018,16,926,0,3
University of West Attica,2021-2022,Informatics Engineering,24/11/1983,22,568,0,33
University of West Attica,2021-2022,Surveying and Geoinformatics Engineering,24/11/1983,14,227,0,2
University of West Attica,2021-2022,Mechanical Engineering,24/11/1983,51,1799,0,23
University of West Attica,2021-2022,Naval Architects,24/11/1973,22,308,0,15
University of West Attica,2021-2022,Nursing,24/11/1983,11,179,0,2
University of West Attica,2021-2022,Dental Technology,27/11/1983,9,144,0,4
University of West Attica,2021-2022,Oenology and Beverage Technology,24/11/1983,4,225,0,0
University of West Attica,2021-2022,Optics and Optometry,24/11/1983,5,97,0,1
University of West Attica,2021-2022,Civil Engineering,24/11/1983,12,261,0,7
University of West Attica,2021-2022,Civil Engineering,14/09/2009,24,962,0,6
University of West Attica,2021-2022,Preschool Education,24/11/1983,7,63,0,0
University of West Attica,2021-2022,Conservation of Antiquities and Works of Art,24/11/1983,8,79,0,0
University of West Attica,2021-2022,Graphic Arts Technology,24/11/1983,10,196,0,10
University of West Attica,2021-2022,Food Technology,07/03/1983,16,412,0,1
University of West Attica,2021-2022,Physiotherapy,24/11/1983,10,117,0,0
University of West Attica,2021-2022,Photography and Audiovisual Arts,01/10/1985,9,266,0,2
University of Western Macedonia,2021-2022,Agriculture,07/05/2019,0,437,56,437
University of Western Macedonia,2021-2022,International and European Economic Studies,07/05/2019,0,609,142,609
University of Western Macedonia,2021-2022,Management Science and Technology,07/05/2019,0,740,93,740
University of Western Macedonia,2021-2022,Fine and Applied Arts,31/08/2006,46,536,116,469
University of Western Macedonia,2021-2022,Communication and Digital Media,07/05/2019,11,557,115,555
University of Western Macedonia,2021-2022,Occupational Therapy,07/05/2019,0,276,112,276
University of Western Macedonia,2021-2022,Electrical and Computer Engineering,02/08/2005,39,749,100,611
University of Western Macedonia,2021-2022,Accounting and Finance,07/05/2019,0,636,75,636
University of Western Macedonia,2021-2022,Mathematics,07/05/2019,0,137,22,137
University of Western Macedonia,2021-2022,Midwifery,07/05/2019,54,494,241,494
University of Western Macedonia,2021-2022,Mineral Resources Engineering,07/05/2019,0,325,25,325
University of Western Macedonia,2021-2022,Product and Systems Design Engineering,07/05/2019,0,456,157,456
University of Western Macedonia,2021-2022,Mechanical Engineering,06/09/1999,53,489,67,378
University of Western Macedonia,2021-2022,Economic Sciences,07/05/2019,9,227,133,227
University of Western Macedonia,2021-2022,Business Administration,07/05/2019,22,468,78,449
University of Western Macedonia,2021-2022,Primary Education Pedagogy,10/10/1989,89,585,193,525
University of Western Macedonia,2021-2022,Kindergarten Pedagogy,02/04/1993,91,635,271,586
University of Western Macedonia,2021-2022,Regional and Cross-Border Development,07/05/2019,0,557,43,557
University of Western Macedonia,2021-2022,Informatics,07/05/2019,3,472,246,472
University of Western Macedonia,2021-2022,Statistics and Insurance Science,07/05/2019,0,472,25,472
University of Western Macedonia,2021-2022,Chemical Engineering,07/05/2019,13,663,93,663
University of Western Macedonia,2021-2022,Psychology,07/05/2019,0,359,147,359
University of Western Macedonia,2021-2022,Industrial Design,12/01/1996,63,1746,0,340
University of Western Macedonia,2021-2022,International Trade,23/05/1995,7,1344,0,130
University of Western Macedonia,2021-2022,Business Administration,05/06/2013,82,2535,0,1540
University of Western Macedonia,2021-2022,Business Administration,05/06/2013,120,2344,0,916
University of Western Macedonia,2021-2022,Electrical Engineering,14/10/1976,68,1800,0,328
University of Western Macedonia,2021-2022,Accounting and Finance,07/05/2019,118,2694,0,638
University of Western Macedonia,2021-2022,Midwifery,12/03/2009,28,280,0,204
University of Western Macedonia,2021-2022,Anti-Pollution Engineering,06/09/1999,45,2739,0,553
University of Western Macedonia,2021-2022,Geoenvironmental Technology Engineering,05/06/2013,57,1504,0,313
University of Western Macedonia,2021-2022,Informatics Engineering,07/05/2019,54,1243,0,306
University of Western Macedonia,2021-2022,Mechanical Engineering,24/11/1983,105,1349,0,382
University of Western Macedonia,2021-2022,Agricultural Technologists,05/06/2013,118,3348,0,409
University of Western Macedonia,2021-2022,Digital Media and Communication,06/09/1999,76,2432,0,501
University of Thessaly,2021-2022,Architectural Engineering,06/09/1999,110,844,120,757
University of Thessaly,2021-2022,Biochemistry and Biotechnology,10/03/2000,123,695,123,480
University of Thessaly,2021-2022,Agriculture - Agricultural Technology,29/01/2019,13,383,86,383
University of Thessaly,2021-2022,"Agriculture, Fisheries and Aquatic Environment",05/07/2001,39,682,28,515
University of Thessaly,2021-2022,"Agriculture, Plant Production and Agricultural Environment",05/07/2001,110,804,110,632
University of Thessaly,2021-2022,Linguistic and Cross-Cultural Studies,29/01/2019,0,278,96,278
University of Thessaly,2021-2022,"Forestry, Wood Sciences and Design",29/01/2019,1,546,187,546
University of Thessaly,2021-2022,Public and Unified Health,29/01/2019,0,249,82,249
University of Thessaly,2021-2022,Dietology and Nutrition Science,29/01/2019,41,346,162,346
University of Thessaly,2021-2022,Business Administration,19/04/2019,15,854,309,854
University of Thessaly,2021-2022,Animal Production Science,29/01/2019,0,226,24,226
University of Thessaly,2021-2022,Food Science and Nutrition,29/01/2019,0,314,94,308
University of Thessaly,2021-2022,Physical Education and Sports Science,20/03/1984,199,1006,175,706
University of Thessaly,2021-2022,Electrical and Computer Engineering,10/03/2000,173,1301,164,891
University of Thessaly,2021-2022,Medicine,31/05/1985,148,730,113,632
University of Thessaly,2021-2022,"History, Archaeology and Social Anthropology",28/04/1993,134,804,112,499
University of Thessaly,2021-2022,Veterinary Medicine,28/04/1993,106,443,83,406
University of Thessaly,2021-2022,Accounting and Finance,19/04/2019,8,671,230,666
University of Thessaly,2021-2022,Mathematics,29/01/2019,0,196,36,196
University of Thessaly,2021-2022,"Spatial Planning, Urban Planning and Regional Development Engineering",20/03/1984,64,510,28,375
University of Thessaly,2021-2022,Mechanical Engineering,31/05/1985,133,784,104,611
University of Thessaly,2021-2022,Nursing,29/01/2019,87,561,262,561
University of Thessaly,2021-2022,Economic Sciences,06/09/1999,204,1442,240,1024
University of Thessaly,2021-2022,Primary Education Pedagogy,31/05/1985,210,857,189,673
University of Thessaly,2021-2022,Special Education Pedagogy,28/04/1993,170,579,127,455
University of Thessaly,2021-2022,Preschool Education Pedagogy,20/03/1984,191,847,197,680
University of Thessaly,2021-2022,Environment,29/01/2019,1,326,28,326
University of Thessaly,2021-2022,Informatics and Telecommunications,05/06/2013,71,904,165,747
University of Thessaly,2021-2022,Informatics with Applications in Biomedicine,02/03/2004,126,1015,189,749
University of Thessaly,2021-2022,Civil Engineering,28/04/1993,85,653,91,516
University of Thessaly,2021-2022,Culture and Creative Media and Industries,29/01/2019,0,265,95,265
University of Thessaly,2021-2022,Energy Systems,29/01/2019,0,320,26,320
University of Thessaly,2021-2022,Physics,29/01/2019,0,151,22,151
University of Thessaly,2021-2022,Physiotherapy,29/01/2019,44,378,149,378
University of Thessaly,2021-2022,Digital Systems,29/01/2019,5,855,317,855
University of Thessaly,2021-2022,Forestry and Natural Environment Management,23/06/2005,3,441,0,95
University of Thessaly,2021-2022,Nutrition and Dietetics,03/10/2009,93,294,0,132
University of Thessaly,2021-2022,Business Administration,03/06/2013,256,2499,0,713
University of Thessaly,2021-2022,Electrical Engineering,24/11/1983,165,993,0,225
University of Thessaly,2021-2022,Electronic Engineering,22/08/1994,61,1140,0,232
University of Thessaly,2021-2022,Medical Laboratories,24/11/1983,126,510,0,108
University of Thessaly,2021-2022,Accounting and Finance,01/09/2013,189,1249,0,447
University of Thessaly,2021-2022,Informatics Engineering,01/09/2013,202,1902,0,625
University of Thessaly,2021-2022,Informatics Engineering,01/09/2000,153,1599,0,301
University of Thessaly,2021-2022,Mechanical Engineering,24/11/1983,209,1126,0,252
University of Thessaly,2021-2022,Nursing,24/11/1983,104,497,0,211
University of Thessaly,2021-2022,Nursing,22/10/1994,88,737,0,171
University of Thessaly,2021-2022,Civil Engineering,27/11/1985,90,1276,0,199
University of Thessaly,2021-2022,Civil Engineering,01/09/2013,75,435,0,95
University of Thessaly,2021-2022,Wood and Furniture Design and Technology,06/09/1999,41,705,0,262
University of Thessaly,2021-2022,Food Technology,01/09/2005,132,557,0,252
University of Thessaly,2021-2022,Agricultural Technologists,03/06/2013,181,3042,0,589
University of Thessaly,2021-2022,Physiotherapy,22/08/1994,60,597,0,181
University of Ioannina,2021-2022,Early Childhood Care and Education,01/10/2018,31,453,186,453
University of Ioannina,2021-2022,Architectural Engineering,02/10/2009,16,289,52,289
University of Ioannina,2021-2022,Biological Applications and Technologies,06/09/1999,92,949,125,720
University of Ioannina,2021-2022,Agriculture,01/10/2018,37,376,44,376
University of Ioannina,2021-2022,Fine Arts and Art Sciences,11/05/2016,51,834,67,478
University of Ioannina,2021-2022,Medicine,22/07/1977,126,1228,248,894
University of Ioannina,2021-2022,History and Archaeology,18/10/1984,200,1961,161,1127
University of Ioannina,2021-2022,Accounting and Finance,01/09/2018,28,448,186,448
University of Ioannina,2021-2022,Speech Therapy,01/10/2018,74,574,254,574
University of Ioannina,2021-2022,Mathematics,14/03/1966,175,2489,221,1012
University of Ioannina,2021-2022,Materials Science Engineering,06/09/1999,68,1303,96,851
University of Ioannina,2021-2022,Electronic Computers and Informatics Engineering,10/04/1990,128,1978,264,1461
University of Ioannina,2021-2022,Music Studies,03/08/2018,6,478,170,478
University of Ioannina,2021-2022,Nursing,01/10/2018,225,534,313,534
University of Ioannina,2021-2022,Economic Sciences,20/09/1996,149,1643,267,1204
University of Ioannina,2021-2022,Primary Education Pedagogy,01/09/1982,190,1310,271,960
University of Ioannina,2021-2022,Kindergarten Pedagogy,01/09/1987,267,1440,306,1131
